backbone,direction,source,target,attribute,split_index,k,draw,method,auroc,best_C,n_heldout,coordinate_space
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,14,anchored,0.5831276905205245,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,14,target_local,0.739893336110264,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,15,source_readout,0.5558297656504305,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,15,scratch,0.5436814024633216,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,15,anchored,0.5597355327757512,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,15,target_local,0.7396766245368978,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,16,source_readout,0.5558512538042591,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,16,scratch,0.5295207681235753,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,16,anchored,0.5552987012772346,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,16,target_local,0.7394262639314373,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,17,source_readout,0.5566502116996386,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,17,scratch,0.5556003028649023,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,17,anchored,0.5728545229553106,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,17,target_local,0.7394813420839708,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,18,source_readout,0.5561131259206995,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,18,scratch,0.5289989129591632,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,18,anchored,0.5537041503896853,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,18,target_local,0.7398404421931472,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,19,source_readout,0.5553204255646219,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,19,scratch,0.5886108298170094,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,19,anchored,0.5896065460000569,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,50,19,target_local,0.7390341641574523,0.1,8455,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,0,source_readout,0.5555671058113758,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,0,scratch,0.565642473620311,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,0,anchored,0.5743020588649628,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,0,target_local,0.7395187103988028,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,1,source_readout,0.5549289342630731,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,1,scratch,0.5786782715671455,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,1,anchored,0.5958425292288185,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,1,target_local,0.7381660161283788,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,2,source_readout,0.555661499281355,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,2,scratch,0.5833963320131391,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,2,anchored,0.5904640132064829,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,2,target_local,0.7395276718041806,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,3,source_readout,0.5566205488848845,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,3,scratch,0.5413084942293926,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,3,anchored,0.5548349589920115,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,3,target_local,0.7394095604813017,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,4,source_readout,0.5566215645108273,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,4,scratch,0.6066154528323597,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,4,anchored,0.6140685341996504,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,4,target_local,0.7383884979525579,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,5,source_readout,0.5570307422803765,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,5,scratch,0.5215054611401799,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,5,anchored,0.5549377164403434,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,5,target_local,0.7397101857603746,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,6,source_readout,0.557229088052738,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,6,scratch,0.5769828931550754,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,6,anchored,0.592337185901248,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,6,target_local,0.7401068773050974,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,7,source_readout,0.556339459469535,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,7,scratch,0.5582754217446471,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,7,anchored,0.577591671293739,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,7,target_local,0.7393908610154132,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,8,source_readout,0.5559471888847985,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,8,scratch,0.5802098952316124,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,8,anchored,0.5906891834522752,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,8,target_local,0.7389646565756463,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,9,source_readout,0.5552702443225613,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,9,scratch,0.5761067066799391,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,9,anchored,0.5860934163183368,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,9,target_local,0.7393899648748754,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,10,source_readout,0.5561708655630277,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,10,scratch,0.5861023179810121,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,10,anchored,0.6110389817549371,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,10,target_local,0.7394864493394429,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,11,source_readout,0.5558699415704421,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,11,scratch,0.5722561700172166,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,11,anchored,0.5692680192653488,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,11,target_local,0.7391637192604379,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,12,source_readout,0.5557784157501837,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,12,scratch,0.5693892969514613,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,12,anchored,0.5710117892664588,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,12,target_local,0.7389378321022154,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,13,source_readout,0.5569816337789064,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,13,scratch,0.5902302997542306,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,13,anchored,0.5980224209583136,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,13,target_local,0.739109233915741,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,14,source_readout,0.5571032101785315,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,14,scratch,0.5547417603760827,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,14,anchored,0.5749968067525504,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,14,target_local,0.7394390733763456,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,15,source_readout,0.5564647399167162,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,15,scratch,0.5441426880368703,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,15,anchored,0.5494652251469462,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,15,target_local,0.7399546528990805,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,16,source_readout,0.5575962667024167,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,16,scratch,0.5662020237720993,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,16,anchored,0.5753636866887165,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,16,target_local,0.7399275297121369,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,17,source_readout,0.5558562007488628,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,17,scratch,0.6204559849821184,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,17,anchored,0.6234324261642927,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,17,target_local,0.7390586915894104,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,18,source_readout,0.5563382646154846,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,18,scratch,0.6073729305575919,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,18,anchored,0.6161910729347276,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,18,target_local,0.7392558425077214,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,19,source_readout,0.5569439958763197,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,19,scratch,0.5371021300304699,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,19,anchored,0.554905873579901,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,100,19,target_local,0.7404346855138165,0.1,8405,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,0,source_readout,0.5547561602691793,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,0,scratch,0.6010752585537438,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,0,anchored,0.6052980725671033,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,0,target_local,0.7386289462226324,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,1,source_readout,0.556383402338921,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,1,scratch,0.6010653464193088,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,1,anchored,0.6129905619348095,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,1,target_local,0.7404240215316034,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,2,source_readout,0.5563599680951643,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,2,scratch,0.5636628249191549,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,2,anchored,0.5830273420721648,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,2,target_local,0.7393622606127754,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,3,source_readout,0.5561530369923304,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,3,scratch,0.6000152108433365,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,3,anchored,0.6003519786700656,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,3,target_local,0.741211791475124,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,4,source_readout,0.5547160834293341,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,4,scratch,0.6178682498670428,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,4,anchored,0.6237123097206712,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,4,target_local,0.7389494385693632,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,5,source_readout,0.5556945089956903,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,5,scratch,0.6256902700285689,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,5,anchored,0.6259293237892939,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,5,target_local,0.7379318539533875,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,6,source_readout,0.5577176245826808,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,6,scratch,0.5916425777325491,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,6,anchored,0.6095187450699369,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,6,target_local,0.7403584913095055,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,7,source_readout,0.5574098589270763,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,7,scratch,0.596256492753985,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,7,anchored,0.6130177285254832,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,7,target_local,0.7398510756868559,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,8,source_readout,0.557843606587629,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,8,scratch,0.5735849326745802,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,8,anchored,0.5877110091507356,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,8,target_local,0.7402060769460641,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,9,source_readout,0.5558126591907147,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,9,scratch,0.6075423144124148,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,9,anchored,0.6164842222070481,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,9,target_local,0.7386037375844398,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,10,source_readout,0.5564694298760543,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,10,scratch,0.5988062975583599,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,10,anchored,0.6076179403269928,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,10,target_local,0.7393153921252619,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,11,source_readout,0.5547641144511333,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,11,scratch,0.6375249302418243,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,11,anchored,0.6356251656611357,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,11,target_local,0.7382522851141033,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,12,source_readout,0.5558993597740132,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,12,scratch,0.6435939710727205,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,12,anchored,0.6398378839820152,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,12,target_local,0.738568494439782,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,13,source_readout,0.5537619487109453,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,13,scratch,0.6270870243796901,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,13,anchored,0.624532936554263,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,13,target_local,0.7386805260333033,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,14,source_readout,0.5558962392872466,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,14,scratch,0.5788230062353444,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,14,anchored,0.5874879861259487,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,14,target_local,0.7404413371738572,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,15,source_readout,0.5554374665465464,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,15,scratch,0.6083661841048034,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,15,anchored,0.615834610285467,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,15,target_local,0.738167848413361,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,16,source_readout,0.5553387123182867,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,16,scratch,0.593489416410236,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,16,anchored,0.6061568794740744,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,16,target_local,0.739586446171848,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,17,source_readout,0.5572487561495004,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,17,scratch,0.597768582743439,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,17,anchored,0.6062628536521076,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,17,target_local,0.7382943810924445,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,18,source_readout,0.5557131707302747,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,18,scratch,0.5889028515375189,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,18,anchored,0.5918020284877191,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,18,target_local,0.7382626867366586,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,19,source_readout,0.5561743909115762,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,19,scratch,0.6192141586396733,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,19,anchored,0.6229283333100826,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,sex,0,200,19,target_local,0.7388802983723786,0.1,8305,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,age65,0,10,0,source_readout,0.5848504212437778,0.1,5639,source-training-image-standardised-patient-mean-coordinates
